Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Job_Code,hourly,employer_provided,min_salary,max_salary,avg_salary,company_text,job_state,python,masters,statistic,SQL,spark,AWS,Tableau,Hadoop,experience,C_lang,Java,app,debug,HTML,object
Data Analyst,$31K - $50K (Glassdoor est.),"Join the PCI team in Boulder, CO! PCI is seeking a Data Analyst with experience in database entry of assets, quality documentation, reporting from databases, and planning/scheduling. The Data Analyst I reports directly to the Team Leader, Manager or Director, depending on the organizational structure. These positions are non-exempt. Up to twenty-five percent travel may be required.

Expectations:

The Data Analysts are expected to take a proactive role in supporting the division and in providing client support. The DA is expected to build a high level of trust with internal and client personnel. This trust is developed through consistently upholding PCI Values and demonstrating Honesty, Integrity, Pride, Accountability, Teamwork, and Commitment.

Responsibilities & Assignments:

Accurate and timely management of calibration databases and data entry at PCI and at client sites.

Completes work in a safe and correct manner, following PCI and client specific policies, procedures, and proposals.

Ensures precise and timely documentation.

Completes weekly timesheets with correct labor code charges.

Assists with scheduling and prioritizing calibrations based on client requests.

Creates and delivers PCI past due and calibration due reports and internal monthly and quarterly preventive maintenance (PMs).

Administrative support relative to shipping, scheduling, delivery coordination, etc.

Initiates client reports.

Constantly seeks innovative ways to deliver better value to clients in a highly professional, profitable manner.

Maintains a neat and professional PCI work area and projects a professional image at all times.

Always considers safety when executing tasks and projects. Ensures that PCI work areas are safe, neatly organized and professional on-site and in office.

Is attune to potential new opportunities for PCI when at a client site or interacting with a client and relays this lead back to Leader/Manager.

Skills Required:

Accurate documentation, project follow through, and adherence to safe work practices.

High level of customer service, integrity, and ingenuity.

Effective communication skills with peers, manager and client.

Professional in appearance, communication, and follow through.

Organized and on target priorities.

Reliable (attendance, punctuality, meeting deadlines).

Comprehends the importance of financial discipline and operates with a focus on the company's bottom line.

Works well in a team environment and is open to suggestions of others.

Ability to work remotely under client direction with limited PCI management oversight.

Excellent working knowledge of MS Office Suite.

Report development software and relational database experience; preferably with calibration maintenance/management software expertise.

Experience & Education Required for Data Analyst I:

A two-year degree in Computer Science, Business Administration, other related field, or equivalent military training and two years of applicable experience or the equivalent combination of education and experience. Pharmaceutical industry or quality system experience is preferred.

PCI is proud to serve pharmaceutical, biotechnology, medical device, and clinical research industries nationwide by providing calibration, commissioning and consulting solutions. At PCI, calibrations are performed by highly technical, cGMP/GLP-trained personnel who are knowledgeable in quality guidelines enforced by the FDA, EPA and ISO/IEC 17025:2005. PCI is an FCX Performance Company and a Subsidiary of Applied Industrial Technologies (NYSE: AIT); a leading industrial distributor that offers more than 6.5 million parts to serve the needs of MRO and OEM customers in virtually every industry.

Applied® provides engineering, design and systems integration for industrial and fluid power applications, as well as customized mechanical, fabricated rubber and fluid power shop services. Applied also offers storeroom services and inventory management solutions that provide added value to our customers.

We are an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, ancestry, gender, sexual orientation, age, disability, protected veteran status, marital status, medical condition or any other characteristic protected by law.",-1.0,"Applied Industrial Technologies
2.8","Boulder, CO",AN,0,0,31,50,40.5,"Applied Industrial Technologies
2.8", CO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Data Analyst,$31K - $50K (Glassdoor est.),"Salary:

Published Job Title:

Data Analyst Supporting the FBI

Requisition::

21-1

Worksite::

FBI

Position Schedule::

Full-time

Description::

Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

Focused on delivering unsurpassed services in support of law enforcement and homeland security, FSA, a rapidly growing joint venture owned by trusted solutions providers SAIC and Amentum, has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of Federal Bureau of Investigation (FBI).

Responsibilities


Receives, gathers, analyzes, and organizes information from multiple sources.
Ensures completeness of received information and reconciles inconsistencies.
Accurately enters required data into one or more databases, documents, or spreadsheets.
Establishes and maintains physical files.
Keeps track of case file status in order to ensure compliance with established deadlines.
Coordinates requests for additional information as needed.
Selects relevant information from a variety of sources in order to prepare documents, reports, summaries, and replies to inquiries, ensuring accuracy and proper format of the information provided.
Performs word processing relevant to case.
Provides accurate and timely status updates.
Performs other duties as assigned.




Requirements::NOTE:  Applicants with an Active TS Clearance preferred . Also, this position is administrative and clerical in nature, therefore applicants with experience as an administrative assistant or legal assistant are preferred.

Requirements


High School diploma or GED, Undergraduate degree preferred
Ability to grasp and understand the organization and functions of the customer
Meticulous data entry skills
Excellent communication skills; oral and written
Competence to review, interpret, and evaluate complex legal and non-legal documents
Attention to detail and the ability to read and follow directions is extremely important
Strong organizational and prioritization skills
Experience with the Microsoft Office suite of applications (Excel, PowerPoint, Word) and other common software applications, to include databases, intermediate skills preferred
Proven commitment and competence to provide excellent customer service; positive and flexible
Ability to work in a team environment and maintain a professional disposition

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

The mission of the Federal Bureau of Investigation (FBI) is to protect the American people and uphold the Constitution of the United States. FBI investigates a broad range of criminal violations, integrating the use of asset forfeiture into its overall strategy to eliminate targeted criminal enterprises. The FBI has successfully used asset forfeiture in White Collar Crime, Organized Crime, Drug, Violent Crime and Terrorism investigations.Shift Schedule::

Normal business hours

EEO Statement::

FSA is proud to be an Affirmative Action/ Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualified persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity) veteran status, family leave status, and any protected group status as defined by applicable law.

FSA Internal Use Only::

Hiring Entity:

FSA
",-1.0,"Forfeiture Support Associates
3.0","Louisville, KY",AN,0,0,31,50,40.5,"Forfeiture Support Associates
3.0", KY,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Data Analyst,$31K - $50K (Glassdoor est.),"Cloud Lake Technology, an Akima Company, is a provider of services to today’s Big Data and Cloud market with one crucial difference: our services are highly-specialized, data-centric services. This enables us to focus laser like on helping our government and commercial customers quickly and cost effectively harvest, analyze and leverage the greatest possible value from the increasingly vast amounts of data they are acquiring and need to manage. Cloud Lake’s strategic partners include leaders in virtually every area of IT strategy, implementation and management.

This contract is continually growing and adding additional personnel/staff. In order to accommodate this customers needs we are constantly reviewing, interviewing and making contingent offers in anticipation of the next available opening since the government background check can take 4-5 weeks.

Job Summary:

Cloud Lake Technology, is seeking a Project Data Analyst I with experience in fiscal and budgetary management to join us to support one of our current government customers.

Responsibilities:



	Provides end user support for a financial reporting and analysis system.
Verifies and corrects accounting transactions in the database to insure completeness, accuracy of data and proper identification of account.
Maintains and updates the tracking system for billing and contract values.
Interface with the clients and project personnel to generate and submit any requested financial statements (i.e. profit loss statements, balance sheets) or performance reports.
Reconciles financial statements and project reports as needed by analyzing account information.
Secures financial information by completing data base backups.
Examines, verifies and corrects any accounting transactions to insure completeness, accuracy of data and proper identification of account.

Minimum Qualifications:





	Active DoD Secret clearance (or ability to obtain and maintain one).
Applicants selected will be subject to a Government background investigation of credit and drug use and must meet eligibility and suitability requirements.
Hands-on experience with any type of end-user support environments. 

Minimum of a bachelor’s degree in Accounting, Finance or Business Administration preferred; or four (4) years specialized or relevant educational experience/knowledge of accounts payable/receivable experience and/or financial/logistics training; Military service can be used as a substitute for educational requirement to include the development of financial diagrams, exercises and training or a combination of both totaling four (4) years.
Must be able to work within stringent time constraints and meet deadlines.
Good oral and written communication skills Must have an active and ability to maintain a Secret clearance.



The duties and responsibilities listed in this job description generally cover the nature and level of work being performed by individuals assigned to this position. This is not intended to be a complete list of all duties, responsibilities, and skills required. Subject to the terms of an applicable collective bargaining agreement, the company management reserves the right to modify, add, or remove duties and to assign other duties as may be necessary. We wish to thank all applicants for their interest and effort in applying for the position; however, only candidates selected for interviews will be contacted.

We are an equal opportunity employer. All applicants will receive consideration for employment, without regard to race, color, religion, creed, national origin, gender or gender-identity, age, marital status, sexual orientation, veteran status, disability, pregnancy or parental status, or any other basis prohibited by law.
We are committed to Equal Employment Opportunity and providing reasonable accommodations to applicants with physical and/or mental disabilities. If you have a physical and/or mental disability and are interested in applying for employment and need special accommodations to use our website to apply for a position please contact, Recruiting Services at job-assist@akima.com or 571-353-7053. Reasonable accommodation requests are considered on a case-by-case basis.
The dedicated email and telephonic options above are reserved only for individuals with disabilities needing accessibility assistance to apply to an open position using our website.

Please do not use the dedicated email or phone number above to inquire on the status of your job application.

In order for our company to stay compliant with government regulations, please apply on line. Please DO NOT email resumes or call in lieu of applying online unless you have a physical and/or mental disability and need assistance with the online application.",-1.0,"Akima Infrastructure Services
3.0","Chantilly, VA",AN,0,0,31,50,40.5,"Akima Infrastructure Services
3.0", VA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Data Analyst,$46K - $75K (Glassdoor est.),"Cloud Lake Technology, an Akima Company, is a provider of services to today’s Big Data and Cloud market with one crucial difference: our services are highly-specialized, data-centric services. This enables us to focus laser-like on helping our government and commercial customers quickly and cost effectively harvest, analyze and leverage the greatest possible value from the increasingly vast amounts of data they are acquiring and need to manage. Cloud Lake’s strategic partners include leaders in virtually every area of IT strategy, implementation and management.

Job Summary:

Cloud Lake Technology is looking to hire a Project Data Analyst who understands JPAS and has experience working with Security Packages to join us supporting one of our current government customers.

Responsibilities:



	Perform background screens of prospective hires using Government systems.
Manage general business operations based on candidates, security, customer needs, etc.
Work independently in high visibility position supporting a senior government customer.
Contribute to the client delivery team on a daily basis.
Review security packages for accuracy and discrepancies and manage appropriately in accordance with regulation.
Implement and make recommendations to the governemtn security officer.Interface with clients, contractors, and project personnel.

Minimum Qualifications:



	Must have an active and ability to maintain a Secret clearance.
Minimum of a bachelor’s degree in criminal justice, security intelligence or Business Administration preferred; OR 4 years specialized or relevant educational experience/knowledge of law enforcement and/or security training. (Military service can be used as a substitute for educational requirement to include law enforcement or security training or a combination of both totaling 4 years.)
Proficient with MS Office suite (specifically MS Word and Excel).
Experience working with JPAS and security package processing or conducting government security background checks.
Must be able to work within stringent time constraints and meet deadlines.
Strong attention to detail and solid oral and written communication skills. 

Desired Qualifications:



	Law enforcement, military, or security experience a plus.

“Applicants selected will be subject to a Government background investigation and must meet eligibility and suitability requirements.”

The duties and responsibilities listed in this job description generally cover the nature and level of work being performed by individuals assigned to this position. This is not intended to be a complete list of all duties, responsibilities, and skills required. Subject to the terms of an applicable collective bargaining agreement, the company management reserves the right to modify, add, or remove duties and to assign other duties as may be necessary. We wish to thank all applicants for their interest and effort in applying for the position; however, only candidates selected for interviews will be contacted.

We are an equal opportunity employer. All applicants will receive consideration for employment, without regard to race, color, religion, creed, national origin, gender or gender-identity, age, marital status, sexual orientation, veteran status, disability, pregnancy or parental status, or any other basis prohibited by law.

We are committed to Equal Employment Opportunity and providing reasonable accommodations to applicants with physical and/or mental disabilities. If you have a physical and/or mental disability and are interested in applying for employment and need special accommodations to use our website to apply for a position please contact, Recruiting Services at job-assist@akima.com or 571-353-7053. Reasonable accommodation requests are considered on a case-by-case basis.

The dedicated email and telephonic options above are reserved only for individuals with disabilities needing accessibility assistance to apply to an open position using our website.

Please do not use the dedicated email or phone number above to inquire on the status of your job application.

We wish to thank all applicants for their interest and effort in applying for the position; however, only candidates selected for interviews will be contacted.

In order for our company to stay compliant with government regulations, please apply on line. Please DO NOT email resumes or call in lieu of applying online unless you have a physical and/or mental disability and need assistance with the online application.",-1.0,"Akima Infrastructure Services
3.0","Chantilly, VA",AN,0,0,46,75,60.5,"Akima Infrastructure Services
3.0", VA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Data Analyst,$37K - $66K (Glassdoor est.),"It's fun to work in a company where people truly BELIEVE in what they're doing!We're committed to bringing passion and customer focus to the business.JOB SUMMARY:The Data Analyst I will be responsible for inputting all QSI Operations data on a weekly basis and maintaining organized records. Will prepare new account documentation such as sales proposals. Planning, coordinating, and other duties as assigned will also be a function of this position.EDUCATION:Required: High school diploma or GED; or equivalent combination of education, training, and experience.Preferred: Associate Degree or B.S. in Business or Accounting preferred; or equivalent combination of education, training, and experience.EXPERIENCE:Required: 1-3 years of relevant experiencePreferred: 3-5 years of relevant experiencePOSITION REQUIREMENT(S): Specialized Skills/License/CertificationRequired: Must have strong computer (Microsoft Office Suite) and interpersonal skills, be an effective communicator, possess strong organizational skills, work well under time constraints, and demonstrate a high degree of professionalism. Intermediate + level of experience working in Microsoft Excel with pivot tables, formulas, etc.Preferred: Secretarial certification or licensure is a plus. Advanced level of proficiency in Microsoft Excel. Previous experience with Concur Travel and Expense Reporting software.CORE COMPETENCIES (Essential Job Functions)Enter all weekly reporting information into Excel tracking sheets including chemical and supply usage, site budget information, and labor costs Track and maintain reports and access on QSI Sharepoint and Portal Assist in coordination of weekly billing including customer related billing questions. Create, maintain, and update Customer Bids / Proposals, Pipeline Report, and Internal Sales data Maintain organizational data for QSI Operations including org charts, site addresses, and management contact information Set up and monitor direct billing/lodging for support help in the field for management teams as well as Milk Run Shipping reports for all QSI locations. Assist with conducting research, compiling data, and preparing papers for consideration and presentation by executives, committees and directors. Record minutes from meetings when required Coordinate travel plans for QSI executive staff when necessary. Perform administrative support tasks, such as proofreading, transcribing handwritten information, or operating computers and work with other documents. Completes special projects upon requests, and other duties may be assigned.VIN123If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",-1.0,"The Vincit Group
3.1","Chattanooga, TN",AN,0,0,37,66,51.5,"The Vincit Group
3.1", TN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Analyst,$43K - $64K (Glassdoor est.),"Edupoint Educational Systems, a ""Top Companies to Work For"" recipient is currently seeking a SQL Data Analyst I for our business unit. This position will be responsible for building advanced Analytics reports and dashboards to support our Analytics Product.Ready to start your new career with a stable industry-leading company? Apply now!Compensation & Benefits:Full benefits package includes medical, dental, vision available a month of employmentRemote work from homeCompetitive payAll equipment provided by the companyMonday-Friday work scheduleGenerous Paid Time Off, including the last week of December.Company Paid for Life InsuranceShort- and Long-Term Disability401(k) Plan with matching and immediate vestingLive virtual exercise classes offered daily (pilates, yoga, etc.)Wellness programsJob Responsibilities:Work in a project team consisting of subject matter experts, project managers, product leaders and clients to define and document business and technical requirements for district dashboards and data analysis needs with Analytics and MTSS/Early Warning System.Using SQL, develop queries to analyze datasets, validate their quality and ensure queries perform under extreme data load.Using creative skills and Edupoint standards, develop data visualizations using a multitude of chart options, groupings, drilldowns, pivots, aggregations, and more.When appropriate, communicate with customers via phone calls, emails, and remote computer sessions.Job Requirements:Proficient knowledge of Structured Query Language (SQL).1+ years using SQL to aggregate, gather, and manipulate data.Analytical skills related to the development of report specification, data reporting and data modelingTransforms client requests into data deliverables to include data models, charts, drill-downs, and pivotable data.Ability to gather and analyze data, reason logically, draw valid conclusions and make appropriate concise information and recommendations available in both oral and written formsAnalytical, result-driven with high attention to detail.Self-starter, quick learner, problem-solver, and someone who enjoys challenges.Accomplish targeted performance objectives with a positive and can-do attitude.Must be a team player.High School Diploma.Minimum 1 year of experience writing SQL queries.COVID-19 Consideration:In an effort to keep our employees and families safe, we offer temporary work from home environments until deemed safe to return to our Mesa office.Company Disclaimer:The statements herein are intended to describe the general nature and level of work being performed by employees and are not to be construed as an exhaustive list of responsibilities, duties, and skills required of personnel so classified. Furthermore, they do not establish a contract for employment and are subject to change at the discretion of the employer.Edupoint Educational Systems is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status.",-1.0,"Edupoint
3.6","Mesa, AZ",AN,0,0,43,64,53.5,"Edupoint
3.6", AZ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Data Analyst,$94K - $146K (Glassdoor est.),"Here’s an overview of the most common duties you’ll find in a data analyst job description:*Collect data from a variety of sourcesCreate mechanisms for exploring structured, semi-structured, and unstructured dataHandle confidential information responsiblyManage metadataCommission and decommission datasetsAssess data qualitySupport data integrity initiativesDefine new collection techniquesIdentify patterns in dataGenerate insights from the available informationExamine trends for clues to boost performanceCreate reports to share insights with company leadersJob Type: Full-timePay: $16.50 per hourBenefits:401(k)Dental insuranceHealth insuranceVision insuranceEducation:Bachelor's (Preferred)Experience:Data Analysis: 1 year (Preferred)Data Entry: 1 year (Preferred)Benefit Conditions:Waiting period may apply",-1.0,"Ascendo Resources
3.6","Jacksonville, FL",AN,0,0,94,146,120.0,"Ascendo Resources
3.6", FL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Analyst,$94K - $146K (Glassdoor est.),"Entry Level Analyst | Cambridge, MA, United States

Sick of those 'entry level jobs' that require 1-2 years experience? If you have an analytical and quantitative mindset, and are looking to apply that to solving interesting problems everyday - Please Apply!

Our analyst team gets to work on all aspects of our business, from optimizing user experience on the site to monetization in order to help grow our reach as a media company. We work with MySQL, Python, R, Excel, and more, though no prior knowledge of programming is required.

We're looking for analytical thinkers interested in scaling our business and using big data to give our users the best experience across our platform.

Come help us solve cool problems and grow the startup!

What we're looking for:

B.A./B.S. in Mathematics, Statistics, Physics, or another quantitative field

Ability to plan out a process and execute on it on a daily basis with an emphasis on achieving and measuring results

Demonstrated ability to learn quickly

General understanding of market segmentation, sizing and statistics

Experience with or desire to learn R, mySQL, Python, and more

Bonus points if you have:

Experience with email marketing (and SEM, SEO, display)

Experience with online advertising / marketing growth metrics

Things You'll Like About HopJump:


We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.
",-1.0,"Hopjump
4.9","Cambridge, MA",AN,0,0,94,146,120.0,"Hopjump
4.9", MA,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Data Analyst,$94K - $146K (Glassdoor est.),"The International Center for Language Studies (ICLS) is a woman-owned, independent language school based in Washington, DC, which is now celebrating 50 years of delivering high-quality training in ESL and over 85 different foreign languages. The ICLS mission is to offer student-centered language programs that develop authentic target language use, focus on individual goals, and enable students to be successful in a global environment.

ICLS is contracted by Department of State's Foreign Service Institute (FSI) to provide high quality teachers, testers, examiners, raters, curriculum developers, and other admin staff to support the School of Language Studies (SLS) at FSI. Should you be interested in joining ICLS project team at FSI, please answer the following questions to better match you for the right labor category and upload your most updated resume.

Duties:



	Draft SLS-wide policies, processes, and systems for data collection and analysis.

Construct and maintain multiple large institutional datasets.

Maintain surveys and survey dissemination platforms.

Assist in developing interactive data visualization tools to make data readily available to stakeholders.

Assist Divisions in collecting, analyzing, and presenting data.

Assist in designing and leading data analysis training activities for SLS, including developing and delivering training modules and job aids.


	Secret clearance preferred, or clearable 	Minimum one-year experience in positions where working with large institutional datasets was the primary duty (more than 50% of the time) 	Undergraduate degree with coursework in statistics	Advanced MS Excel abilities, including advanced functions (pivot tables, PowerPivot, lookups)	Proficiency with MS Access, SQL, or other major database platforms	Experience using major survey platforms, such as Survey Monkey or Qualtrics	Experience manipulating large quantitative datasets using one or more major statistical analysis packages, such as SPSS, Stata, SAS, or R	Experience visualizing data using Tableau or PowerBI 	Strong conceptual, analytical, problem solving, decision making and planning skills	Strong written, oral, and presentation skills	Flexibility to adapt to changing priorities	Experience designing and delivering training.
",-1.0,"International Center for Language Studies
4.0","Arlington, VA",AN,0,0,94,146,120.0,"International Center for Language Studies
4.0", VA,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
Data Analyst,$94K - $146K (Glassdoor est.),"POSITION SUMMARY:The Data Analyst I uses their technical skills and training to extract data from core application libraries for the purposes of creating and manipulating spreadsheets and formulas, discovery of patterns and relationships, and creation of summarized reports for senior management. These reports are used to assess events and trends, as interpreted from health care clinical data. Candidates must have a strong mathematical ability and a passion for analytical work. Under the direction of the Chief Information Officer (CIO), the Data Analyst I will function as an internal consultant for the Information Systems Department and serve as a support specialist for projects relating to performance improvement, enhancements to quality outcomes for patient services, and the proper use of professional resources to meet organizational objectives.SPECIFIC DUTIES:Analyze proposed projects.Develop reports, proposals, presentations, analyses, dashboardsPrepare and maintain all documentation needed for due diligence, projects, etc.Organize a methodology to auto-generate standing reports and to quickly respond to prioritized information requests. Performs other duties as assignedPerform other duties as assignedMINIMUM REQUIREMENTS:Bachelors degree with a major in Health Services Administration, Mathematics, Statistics, Economics, Finance or Information Technology, and at least 3 years of experience in scientific or data analytics is preferred.Experience in data analysis for hospital, public health or advocacy institutions is preferredExpert or very advanced Excel skills.Expert or very advanced SQL report composition skillsAdvanced data analysis (“mining”) and data modelingExcellent professional presentation and written communication skills.Experience in developing dashboards, graphical display, and statistics is preferredExperience with healthcare (medical or surgical) data analysis is preferredExperience with NextGen and i2i software preferredPERFORMANCE REQUIREMENTS:Knowledge of principles and practices of organization, administration, and personnel managementKnowledge of statistical methods and methods of graphic presentationKnowledge of modern office procedures, methods and computer equipmentKnowledge of technical report writing proceduresAbility to analyze facts and make sound recommendationsAbility to work with and control sensitive, confidential informationAdvanced skills in using computerSkill in identifying problems and recommending solutionsAbility to exercise initiativeAbility to express oneself clearly and concisely both orally and in writingAbility to prepare comprehensive statistical and narrative reportsAbility to work well both independently and within a team environmentTYPICAL PHYSICAL DEMANDS:Ability to operate a keyboard, sit for long periods of time, bend, squat and reach occasionally. Requires manual and finger dexterity and eye-hand coordination. Occasionally lifts and carries items weighing up to 25 pounds. Vision must be correctable to 20/40 and hearing must be in the normal range for telephone contacts. Frequent concentration and ability to work independently.TYPICAL WORKING CONDITIONS:Most daily tasks are performed in the corporate headquarters business office. This employee may be required to attend meetings and conferences away from the main office, at other CMC sites and elsewhere.",-1.0,"Community Medical Centers Inc
3.2","Stockton, CA",AN,0,0,94,146,120.0,"Community Medical Centers Inc
3.2", CA,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
Data Analyst,$94K - $146K (Glassdoor est.),"*Must be a US CitizenOverview: Seeking a self-motivated, intuitive, analytical, personable, and professional individual with a strong academic background, preferably in STEM. This role starts hourly, part-time with 30 hours per week and increases to a full-time salaried position within 3 to 6 months.Important: Ideal role for recent graduates with an interest in technologyMust be willing to regularly work on weekends and holidaysTemporarily remote due to Covid19Ideal Candidate: Natural curiosity and desire to learn new skills, discover and identify trends, and collect and analyze dataAbility to work in very high-stress and intense environments with frequently changing demands - accept constructive criticism, make necessary adjustments, and move forwardMust be able to absorb, retain, and apply new information quickly and efficientlyExceptional time-management and decision-making skills - use learned information to make informed decisionsStrong technical aptitude and research skills - using various techniques and tools, including Microsoft Office toolsWillingness to accept tasks of varying scope - hands-on team player, completes assignments with a focus on professionalism and quality no matter the taskResponsibilities: Conduct extensive internet research related to client’s business based on search criteria provided by supervisorUtilize training, strong decision-making skills, and good judgment, to follow potential leadsIdentify specific information or risk based on information found and track the associated pathCollaborate with team members on specific findings and best approach to move forward and eliminate risks for the clientCollect data and other metrics based on search criteria and information found and analyze further to identify trends and potential solutions to associated riskCompile data and information found into reports and presentations that clearly express the findings, including where the data was found and the associated risk as well as possible solutionsRequirements: Bachelor's degree in a STEM area (Computer Science, IT, Data Science, Information Systems, Statistics/Mathematics, Engineering, etc.)Working knowledge of some languages, such as: Python, SQL, etc.Experience working with databases and tools, such as: Tableau, Excel (Power Query or BI), Jupyter, Github, Google Analytics, etc.Job Type: Full-timePay: $20.00 per hourBenefits:Dental insuranceHealth insuranceLife insurancePaid time offVision insuranceSchedule:Day shiftMonday to FridayCOVID-19 considerations:Currently working from home - will be expected to work in office once deemed safeAbility to Commute/Relocate:Weston, FL 33326 (Preferred)Education:Bachelor's (Preferred)Work Location:One locationBenefit Conditions:Waiting period may applyOnly full-time employees eligibleWork Remotely:Temporarily due to COVID-19COVID-19 Precaution(s):Remote interview process",-1.0,"BTP
4.0","Weston, FL",AN,0,0,94,146,120.0,"BTP
4.0", FL,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Data Analyst,$94K - $146K (Glassdoor est.),"Position Purpose: Responsible for analytic data needs of the business unit.




	Manage multiple, variable tasks and data review processes, as well as mass data entry, maintenance, and update projects.
Complete data audits and evaluations within core systems.
Identify and resolve complex issues, including mass change updates, reconciliation projects, and the operationalization of data from various sources.
Analyze and advise management of workflow issues and data integrity problems and offer recommendations on resolution.
Develop and submit internal and external status reports.
Create report and data reconciliation through Access, Excel, Business Objects and other reporting tools, to include provider data, claims data, membership data.


Education/Experience: Bachelors degree in related field or equivalent experience. 0-2 years of statistical analysis or data analysis experience. Advanced knowledge of Microsoft Applications, including Excel and Access. Experience with Business Intelligence and SQL tools preferred.

HEDIS:

Bachelors degree related field or equivalent experience. 0-2 years of statistical analysis or data analysis experience or 0-1 years of HEDIS data analysis experience including measurement and rates impacted. Advanced knowledge of Business Intelligence , SQL, and Microsoft Applications, including Excel and Access.

BUSINESS ANALYTIC:

Bachelors degree related field or equivalent experience. 0-2 years of statistical analysis or data analysis experience or 0-1 years of related IT experience, including data warehouse, coding or ETL experience. Advanced knowledge of Business Intelligence , SQL, and Microsoft Applications, including Excel and Access.

PHARMACY UNDERWRITING:

Bachelors degree related field or equivalent experience. 0-2 years of statistical analysis or data analysis experience or 0-1 years of related financial or IT experience, including data warehouse, SQL, coding, financial reporting / auditing, client reporting or predictive analytic experience. Basic knowledge of Business Intelligence , SQL, and Microsoft applications, including Excel and Access.

Centene is an equal opportunity employer that is committed to diversity, and values the ways in which we are different. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other characteristic protected by applicable law.",-1.0,"Centene
3.6","Charlotte, NC",AN,0,0,94,146,120.0,"Centene
3.6", NC,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
